,token_id,token,anchor_type_tocheck,event_anno_tocheck
1607,39-20,Etr,"('0', '0', '0', '0')",0
1608,40-1,ende,"('0', '0', '0', '0')",0
1609,40-2,Capn,"('0', '0', 'evokes', '0')",0
1610,40-3,.,"('0', '0', '0', '0')",0
1611,40-4,Marten,"('0', '0', '0', '0')",0
1612,40-5,Jansz,"('0', '0', '0', '0')",0
1613,40-6,Vogel,"('0', '0', '0', '0')",0
1614,40-7,",","('0', '0', '0', '0')",0
1615,40-8,omme,"('0', '0', '0', '0')",0
1616,40-9,in,"('0', '0', '0', '0')",0
1617,40-10,d‛een,"('0', '0', '0', '0')",0
1618,40-11,ende,"('0', '0', '0', '0')",0
1619,40-12,d'ander,"('0', '0', '0', '0')",0
1620,40-13,plaets,"('0', '0', '0', '0')",0
1621,40-14,te,"('0', '0', '0', '0')",0
1622,40-15,bevoirderen,isOfType,HavingInternalState+
1623,40-16,sulcx,"('0', '0', '0', '0')",0
1624,40-17,als,"('0', '0', '0', '0')",0
1625,40-18,den,"('0', '0', '0', '0')",0
1626,40-19,meesten,"('0', '0', '0', '0')",0
1627,40-20,dienst,"('0', '0', '0', '0')",0
1628,40-21,ende,"('0', '0', '0', '0')",0
1629,40-22,woelstandt,"('0', '0', '0', '0')",0
1630,40-23,vande,"('0', '0', '0', '0')",0
1631,40-24,Compen,"('0', '0', '0', '0')",0
1632,40-25,.,"('0', '0', '0', '0')",0
1633,40-26,aldaer,"('0', '0', '0', '0')",0
1634,40-27,vereijscht,"('0', '0', '0', '0')",0
1635,40-28,",","('0', '0', '0', '0')",0
1636,40-29,Insonderheijt,"('0', '0', '0', '0')",0
1637,40-30,inde,"('0', '0', '0', '0')",0
1638,40-31,Quartieren,"('0', '0', '0', '0')",0
1639,40-32,van,"('0', '0', '0', '0')",0
1640,40-33,Amboina,"('0', '0', '0', '0')",0
1641,40-34,",","('0', '0', '0', '0')",0
1642,40-35,alwaer,"('0', '0', '0', '0')",0
1643,40-36,wbij,"('0', '0', '0', '0')",0
1644,40-37,bevinden,"('0', '0', '0', 'isOfType')",0
1645,40-38,volgens,"('0', '0', '0', '0')",0
1646,40-39,t'schriftelijck,"('0', '0', '0', '0')",0
1647,40-40,verbael,"('0', '0', '0', '0')",0
1648,40-41,vanden,"('0', '0', '0', '0')",0
1649,40-42,Commissaris,"('0', '0', 'evokes', '0')",0
1650,40-43,Gillis,"('0', '0', '0', '0')",0
1651,40-44,Seijs,"('0', '0', '0', '0')",0
1652,40-45,",","('0', '0', '0', '0')",0
1653,40-46,In,"('0', '0', '0', '0')",0
1654,40-47,April,"('0', '0', '0', '0')",0
1655,40-48,pase,"('0', '0', '0', '0')",0
1656,40-49,.,"('0', '0', '0', '0')",0
1657,40-50,aende,"('0', '0', '0', '0')",0
1658,40-51,cant,"('0', '0', '0', '0')",0
1659,40-52,van,"('0', '0', '0', '0')",0
1660,40-53,616,"('0', '0', '0', '0')",0
1661,40-54,.,"('0', '0', '0', '0')",0
1662,40-55,blancke,"('0', '0', '0', '0')",0
1663,40-56,coppen,"('0', '0', '0', '0')",0
1664,40-57,in,isOfType,BeingEmployed
1665,40-58,dienst,"('isOfType', 'isOfType', 'isOfType', '0')",BeingEmployed
1666,40-59,ende,"('0', 'isOfType', '0', '0')",BeingEmployed
1667,40-60,gagie,"('0', 'isOfType', '0', '0')",BeingEmployed
1668,40-61,vande,"('0', '0', '0', '0')",0
1669,40-62,Compnie,"('0', '0', '0', '0')",0
1670,40-63,.,"('0', '0', '0', '0')",0
1671,40-64,gehouden,"('0', '0', '0', '0')",0
1672,40-65,wierden,"('0', '0', '0', '0')",0
1673,40-66,",","('0', '0', '0', '0')",0
1674,40-67,beneffens,"('0', '0', '0', '0')",0
1675,40-68,208,"('0', '0', '0', '0')",0
1676,40-69,.,"('0', '0', '0', '0')",0
1677,40-70,slanen,"('0', '0', '0', '0')",0
1678,40-71,sijnde,"('0', '0', '0', '0')",0
1679,40-72,voorwaer,"('0', '0', '0', '0')",0
1680,40-73,een,"('0', '0', '0', '0')",0
1681,40-74,groot,"('0', '0', '0', '0')",0
1682,40-75,getal,"('0', '0', '0', '0')",0
1683,40-76,",","('0', '0', '0', '0')",0
1684,40-77,daer,"('0', '0', '0', '0')",0
1685,40-78,mede,"('0', '0', '0', '0')",0
1686,40-79,de,"('0', '0', '0', '0')",0
1687,40-80,Compene,"('0', '0', '0', '0')",0
1688,40-81,.,"('0', '0', '0', '0')",0
1689,40-82,in,"('0', '0', '0', '0')",0
1690,40-83,Amboina,"('0', '0', '0', '0')",0
1691,40-84,buijten,"('0', '0', '0', '0')",0
1692,40-85,Proportie,"('0', '0', '0', '0')",0
1693,40-86,",","('0', '0', '0', '0')",0
1694,40-87,met,"('0', '0', '0', '0')",0
1695,40-88,ouer,"('0', '0', '0', '0')",0
1696,40-89,groote,"('0', '0', '0', '0')",0
1697,40-90,lasten,"('0', '0', '0', '0')",0
1698,40-91,",","('0', '0', '0', '0')",0
1699,40-92,ende,"('0', '0', '0', '0')",0
1700,40-93,euenwel,"('0', '0', '0', '0')",0
1701,40-94,niet,"('0', '0', '0', '0')",0
1702,40-95,merckelijcken,"('0', '0', '0', 'isOfType')",0
1703,40-96,affganck,isOfType,Decreasing
1704,40-97,ende,"('0', '0', '0', 'isOfType')",Decreasing
1705,40-98,verachteringe,"('0', '0', 'isOfType', 'isOfType')",Decreasing
1706,40-99,in,"('0', '0', '0', '0')",0
1707,40-100,haere,"('0', '0', '0', '0')",0
1708,40-101,Negotie,"('0', '0', '0', '0')",0
1709,40-102,en,"('0', '0', '0', '0')",0
1710,40-103,Nagel,"('0', '0', '0', '0')",0
1711,40-104,retour,"('0', '0', '0', '0')",0
1712,40-105,beswaert,"('0', '0', '0', '0')",0
1713,40-106,sit,"('0', '0', '0', '0')",0
1714,40-107,",","('0', '0', '0', '0')",0
1715,40-108,hebbende,"('0', '0', '0', '0')",0
1716,40-109,in,"('0', '0', '0', '0')",0
1717,40-110,voortijden,"('0', '0', '0', '0')",0
1718,40-111,",","('0', '0', '0', '0')",0
1719,40-112,doen,"('0', '0', '0', '0')",0
1720,40-113,sij,"('0', '0', '0', '0')",0
1721,40-114,miet,"('0', '0', '0', '0')",0
1722,40-115,ongebiender,"('0', '0', '0', '0')",0
1723,40-116,macht,"('0', '0', '0', '0')",0
1724,40-117,te,"('0', '0', '0', '0')",0
1725,40-118,weeten,"('0', '0', '0', '0')",0
1726,40-119,van,"('0', '0', '0', '0')",0
1727,40-120,150,"('0', '0', '0', '0')",0
1728,40-121,.,"('0', '0', '0', '0')",0
1729,40-122,Coppen,"('0', '0', '0', '0')",0
1730,40-123,ten,"('0', '0', '0', '0')",0
1731,40-124,hoochsten,"('0', '0', '0', '0')",0
1732,40-125,",","('0', '0', '0', '0')",0
1733,40-126,aldaer,"('0', '0', '0', '0')",0
1734,40-127,geseten,"('0', '0', '0', '0')",0
1735,40-128,wais,"('0', '0', '0', '0')",0
1736,40-129,ongelijck,"('0', '0', '0', '0')",0
1737,40-130,meerder,"('0', '0', '0', '0')",0
1738,40-131,ontsach,"('0', '0', '0', '0')",0
1739,40-132,",","('0', '0', '0', '0')",0
1740,40-133,vorderlijcker,"('0', '0', 'isOfType', '0')",0
1741,40-134,handel,"('0', '0', '0', '0')",0
1742,40-135,ende,"('0', '0', '0', '0')",0
1743,40-136,treffelycker,"('0', '0', 'isOfType', '0')",0
1744,40-137,nagel,"('0', '0', '0', '0')",0
1745,40-138,retour,"('0', 'isOfType', '0', '0')",0
1746,40-139,van,"('0', '0', '0', '0')",0
1747,40-140,daer,"('0', '0', '0', '0')",0
1748,40-141,becomen,"('isOfType', '0', 'isOfType', '0')","('Getting', '0', 'Getting', '0')"
1749,40-142,;,"('0', '0', '0', '0')",0
1750,40-143,Van,"('0', '0', '0', '0')",0
1751,40-144,welcke,"('0', '0', '0', '0')",0
1752,40-145,616,"('0', '0', '0', '0')",0
1753,40-146,.,"('0', '0', '0', '0')",0
1754,40-147,coppen,"('0', '0', '0', '0')",0
1755,40-148,",","('0', '0', '0', '0')",0
1756,40-149,162,"('0', '0', '0', '0')",0
1757,40-150,.,"('0', '0', '0', '0')",0
1758,40-151,Tsoonen,"('0', '0', '0', '0')",0
1759,40-152,",","('0', '0', '0', '0')",0
1760,40-153,ende,"('0', '0', '0', '0')",0
1761,40-154,dat,"('0', '0', '0', '0')",0
1762,40-155,apparent,"('0', '0', '0', '0')",0
1763,40-156,vande,"('0', '0', '0', '0')",0
1764,40-157,ervarenste,"('0', '0', '0', '0')",0
1765,40-158,ende,"('0', '0', '0', '0')",0
1766,40-159,loeckste,"('0', '0', '0', '0')",0
1767,40-160,Soldaten,"('0', '0', '0', '0')",0
1768,40-161,",","('0', '0', '0', '0')",0
1769,40-162,op,"('0', '0', '0', '0')",0
1770,40-163,acht,"('0', '0', '0', '0')",0
1771,40-164,verscheijden,"('0', '0', '0', '0')",0
1772,40-165,plaetsen,"('0', '0', '0', '0')",0
1773,40-166,in,"('0', '0', '0', '0')",0
1774,40-167,Garnisoen,"('0', '0', '0', '0')",0
1775,40-168,verdeelt,evokes,BeingAtAPlace
1776,40-169,sij,"('0', '0', '0', '0')",0
1777,40-170,Behaluen,"('0', '0', '0', '0')",0
1778,40-171,dat,"('0', '0', '0', '0')",0
1779,40-172,met,"('0', '0', '0', '0')",0
1780,40-173,voorsz,"('0', '0', '0', '0')",0
1781,40-174,verdeelinge,"('0', '0', '0', '0')",0
1782,40-175,tot,"('0', '0', '0', '0')",0
1783,40-176,Compes,"('0', '0', '0', '0')",0
1784,40-177,.,"('0', '0', '0', '0')",0
1785,40-178,progres,"('0', '0', '0', '0')",0
1786,40-179,ende,"('0', '0', '0', '0')",0
1787,40-180,Goulagiement,"('0', '0', '0', '0')",0
1788,40-181,in,"('0', '0', '0', '0')",0
1789,40-182,gemelte,"('0', '0', '0', '0')",0
1790,40-183,Quartieren,"('0', '0', '0', '0')",0
1791,40-184,gants,"('0', '0', '0', '0')",0
1792,40-185,niet,"('0', '0', '0', '0')",0
1793,40-186,gevoirdert,evokes,HavingInternalState+ 
1794,40-187,Werct,"('0', '0', '0', '0')",0
1795,40-188,soo,"('0', '0', '0', '0')",0
1796,40-189,is,"('0', '0', '0', '0')",0
1797,40-190,oock,"('0', '0', '0', '0')",0
1798,40-191,deselue,"('0', '0', '0', '0')",0
1799,40-192,niet,"('0', '0', '0', '0')",0
1800,40-193,bastandt,"('0', '0', '0', '0')",0
1801,40-194,",","('0', '0', '0', '0')",0
1802,40-195,omme,"('0', '0', '0', '0')",0
1803,40-196,d'ffiuasien,"('isOfType', '0', 'evokes', '0')","('Invasion', '0', 'Invasion', '0')"
1804,40-197,van,"('0', '0', '0', '0')",0
1805,40-198,externer,"('0', '0', '0', '0')",0
1806,40-199,Vijanden,evokes,BeingInConflict
1807,40-200,te,"('0', '0', '0', '0')",0
1808,40-201,connen,"('0', '0', '0', '0')",0
1809,40-202,resisteren,"('0', '0', '0', '0')",0
1810,40-203,",","('0', '0', '0', '0')",0
1811,40-204,nochte,"('0', '0', '0', '0')",0
1812,40-205,oock,"('0', '0', '0', '0')",0
1813,40-206,d'Imboonders,"('0', '0', '0', '0')",0
1815,40-207,alsse,"('0', '0', '0', '0')",0
1816,40-208,ontrouw,"('0', 'evokes', '0', 'evokes')","('0', 'Mutiny', '0', 'Uprising')"
1817,40-209,Wesen,"('0', 'evokes', '0', '0')",0
1818,40-210,willen,"('0', 'evokes', '0', '0')",0
1819,40-211,",","('0', '0', '0', '0')",0
1820,40-212,in,isOfType,ForceToAct
1821,40-213,ontsach,"('isOfType', '0', '0', '0')",ForceToAct
1822,40-214,ende,"('isOfType', '0', '0', '0')",ForceToAct
1823,40-215,dwang,"('isOfType', '0', '0', '0')",ForceToAct
1824,40-216,te,"('isOfType', '0', '0', '0')",ForceToAct
1825,40-217,houden,"('isOfType', '0', '0', '0')",ForceToAct
1826,40-218,",","('0', '0', '0', '0')",0
1827,40-219,Gelijck,"('0', '0', '0', '0')",0
1828,40-220,als,"('0', '0', '0', '0')",0
1829,40-221,op,"('0', '0', '0', '0')",0
1830,40-222,Bouro,"('0', '0', '0', '0')",0
1831,40-223,ende,"('0', '0', '0', '0')",0
1832,40-224,inde,"('0', '0', '0', '0')",0
1833,40-225,Manipes,"('0', '0', '0', '0')",0
1834,40-226,met,"('0', '0', '0', '0')",0
1835,40-227,schande,"('evokes', '0', '0', 'evokes')","('Destroying', '0', '0', 'Uprising')"
1836,40-228,ende,"('evokes', '0', '0', 'evokes')","('Destroying', '0', '0', 'Uprising')"
1837,40-229,verlies,isOfType,LosingPossession
1838,40-230,van,"('0', '0', '0', 'evokes')",0
1839,40-231,Volck,"('0', '0', '0', 'evokes')",0
1840,40-232,ende,"('0', '0', '0', '0')",0
1841,40-233,goedt,"('0', '0', '0', '0')",0
1842,40-234,gebleecken,"('0', '0', '0', '0')",0
1843,40-235,",","('0', '0', '0', '0')",0
1844,40-236,is,"('0', '0', '0', '0')",0
1845,40-237,;,"('0', '0', '0', '0')",0
1846,40-238,Derhaluen,"('0', '0', '0', '0')",0
1847,40-239,gemelte,"('0', '0', '0', '0')",0
1848,40-240,Gecommitteerde,"('0', '0', '0', '0')",0
1849,40-241,precise,"('0', '0', '0', '0')",0
1850,40-242,ordre,"('0', '0', '0', '0')",0
1851,40-243,gegeuen,"('0', '0', '0', '0')",0
1852,40-244,hebben,"('0', '0', '0', '0')",0
1853,40-245,",","('0', '0', '0', '0')",0
1854,40-246,omme,"('0', '0', '0', '0')",0
1855,40-247,de,"('0', '0', '0', '0')",0
1856,40-248,verspreijde,"('0', '0', '0', '0')",0
1857,40-249,macht,"('0', '0', '0', '0')",0
1858,40-250,(,"('0', '0', '0', '0')",0
1859,40-251,twelck,"('0', '0', '0', '0')",0
1860,40-252,buijten,"('0', '0', '0', '0')",0
1861,40-253,onse,"('0', '0', '0', '0')",0
1862,40-254,kennisse,"('0', '0', '0', '0')",0
1863,40-255,ende,"('0', '0', '0', '0')",0
1864,40-256,last,"('0', '0', '0', '0')",0
1865,40-257,",","('0', '0', '0', '0')",0
1866,40-258,geschiet,"('0', '0', '0', '0')",0
1867,40-259,is,"('0', '0', '0', '0')",0
1868,40-260,),"('0', '0', '0', '0')",0
1869,40-261,weder,"('0', '0', '0', '0')",0
1870,40-262,in,"('0', '0', '0', '0')",0
1871,40-263,te,"('0', '0', '0', '0')",0
1872,40-264,trecken,"('0', '0', '0', '0')",0
1873,40-265,",","('0', '0', '0', '0')",0
1874,40-266,met,"('0', '0', '0', '0')",0
1875,40-267,expres,"('0', '0', '0', '0')",0
1876,40-268,Verboth,"('0', '0', '0', '0')",0
1877,40-269,dat,"('0', '0', '0', '0')",0
1878,40-270,int,"('0', '0', '0', '0')",0
1879,40-271,',"('0', '0', '0', '0')",0
1880,40-272,aenstaende,"('0', '0', '0', '0')",0
1881,40-273,geene,"('0', '0', '0', '0')",0
1882,40-274,extensie,isOfType,Increasing
1883,40-275,van,"('0', '0', '0', '0')",0
1884,40-276,Garnisoenen,"('0', '0', '0', '0')",0
1885,40-277,ofte,"('0', '0', '0', '0')",0
1886,40-278,fortificatien,"('0', '0', '0', '0')",0
1887,40-279,meer,"('0', '0', '0', '0')",0
1888,40-280,voorgenomen,"('0', '0', '0', '0')",0
1889,40-281,werden,"('0', '0', '0', '0')",0
1890,40-282,",","('0', '0', '0', '0')",0
1891,40-283,sonder,"('0', '0', '0', '0')",0
1892,40-284,alvooren,"('0', '0', '0', '0')",0
1893,40-285,daer,"('0', '0', '0', '0')",0
1894,40-286,toee,"('0', '0', '0', '0')",0
1895,40-287,speciale,"('0', '0', '0', '0')",0
1896,40-288,last,"('0', '0', '0', '0')",0
1897,40-289,ende,"('0', '0', '0', '0')",0
1898,40-290,ordre,"('0', '0', '0', '0')",0
1899,40-291,van,"('0', '0', '0', '0')",0
1900,40-292,ons,"('0', '0', '0', '0')",0
1901,40-293,becomen,isOfType,Getting 
1902,40-294,Is,"('0', '0', '0', '0')",0
1903,40-295,hebben,"('0', '0', '0', '0')",0
1904,41-1,Visitate,"('0', '0', '0', '0')",0
1905,41-2,ge,"('0', '0', '0', '0')",0
1906,41-3,.,"('0', '0', '0', '0')",0
1907,42-1,Ende,"('0', '0', '0', '0')",0
1908,42-2,dewijle,"('0', '0', '0', '0')",0
1909,42-3,men,"('0', '0', '0', '0')",0
1910,42-4,door,"('0', '0', '0', '0')",0
1911,42-5,extremiteijt,isOfType,ViolentContest
1912,42-6,van,"('evokes', '0', '0', 'evokes')",ViolentContest
1913,42-7,wapenen,"('evokes', '0', '0', 'evokes')",ViolentContest
1914,42-8,(,"('0', '0', '0', '0')",0
1915,42-9,twelck,"('0', '0', '0', '0')",0
1916,42-10,doch,"('0', '0', '0', '0')",0
1917,42-11,niet,"('0', '0', '0', '0')",0
1918,42-12,dan,"('0', '0', '0', '0')",0
1919,42-13,groote,"('0', '0', '0', '0')",0
1920,42-14,lasten,"('0', '0', '0', '0')",0
1921,42-15,",","('0', '0', '0', '0')",0
1922,42-16,onseeckere,"('0', '0', '0', '0')",0
1923,42-17,uijtcompsten,"('0', '0', '0', '0')",0
1924,42-18,",","('0', '0', '0', '0')",0
1925,42-19,horrible,"('0', '0', '0', '0')",0
1926,42-20,bloetstorting,isOfType,ViolentContest
1927,42-21,",","('0', '0', '0', '0')",0
1928,42-22,Herderff,isOfType,BeingDestroyed 
1929,42-23,van,"('0', '0', '0', '0')",0
1930,42-24,menschen,"('0', '0', '0', '0')",0
1931,42-25,ende,"('0', '0', '0', '0')",0
1932,42-26,Landen,"('0', '0', '0', '0')",0
1933,42-27,",","('0', '0', '0', '0')",0
1934,42-28,hadije,"('0', '0', '0', '0')",0
1935,42-29,ende,"('0', '0', '0', '0')",0
1936,42-30,emulatie,"('0', '0', '0', '0')",0
1937,42-31,van,"('0', '0', '0', '0')",0
1938,42-32,nabuijren,"('0', '0', '0', '0')",0
1939,42-33,mitsgaders,"('0', '0', '0', '0')",0
1940,42-34,voor,"('0', '0', '0', '0')",0
1941,42-35,eerst,"('0', '0', '0', '0')",0
1942,42-36,groote,"('0', '0', '0', '0')",0
1943,42-37,verachtering,isOfType,Decreasing
1944,42-38,in,"('0', '0', '0', '0')",0
1945,42-39,des,"('0', '0', '0', '0')",0
1946,42-40,Compes,"('0', '0', '0', '0')",0
1947,42-41,.,"('0', '0', '0', '0')",0
1948,42-42,nootwendich,"('0', '0', '0', '0')",0
1949,42-43,soulaes,"('0', '0', '0', '0')",0
1950,42-44,(,"('0', '0', '0', '0')",0
1951,42-45,den,"('0', '0', '0', '0')",0
1952,42-46,Nagelhandel,"('0', '0', '0', '0')",0
1953,42-47,),"('0', '0', '0', '0')",0
1954,42-48,naer,"('0', '0', '0', '0')",0
1955,42-49,hem,"('0', '0', '0', '0')",0
1956,42-50,is,"('0', '0', '0', '0')",0
1957,42-51,bleijpende,"('0', '0', '0', '0')",0
1958,42-52,),"('0', '0', '0', '0')",0
1959,42-53,Jegenwoordich,"('0', '0', '0', '0')",0
1960,42-54,niet,"('0', '0', '0', '0')",0
1961,42-55,gedisponeert,"('0', '0', '0', '0')",0
1962,42-56,is,"('0', '0', '0', '0')",0
1963,42-57,",","('0', '0', '0', '0')",0
1964,42-58,den,"('0', '0', '0', '0')",0
1965,42-59,vervallen,isOfType,HavingInternalState-
1966,42-60,Stadt,"('0', '0', '0', 'evokes')",0
1967,42-61,inde,"('0', '0', '0', '0')",0
1968,42-62,Quartieren,"('0', '0', '0', '0')",0
1969,42-63,van,"('0', '0', '0', '0')",0
1970,42-64,Ambr,"('0', '0', '0', '0')",0
1971,42-65,.,"('0', '0', '0', '0')",0
1972,42-66,naer,"('0', '0', '0', '0')",0
1973,42-67,behooren,"('0', '0', '0', '0')",0
1974,42-68,te,"('0', '0', '0', '0')",0
1975,42-69,restaureren,evokes,HavingInternalState+ 
1976,42-70,ende,"(0, '0', '0', '0')",Repairing
1977,42-71,te,"(0, '0', '0', '0')",Repairing
1978,42-72,verseeckeren,"(0, '0', '0', '0')",Repairing
1979,42-73,",","('0', '0', '0', '0')",0
1980,42-74,ende,"('0', '0', '0', '0')",0
1981,42-75,dat,"('0', '0', '0', '0')",0
1982,42-76,het,"('0', '0', '0', '0')",0
1983,42-77,in,"('0', '0', '0', '0')",0
1984,42-78,aller,"('0', '0', '0', '0')",0
1985,42-79,manieren,"('0', '0', '0', '0')",0
1986,42-80,geradender,"('0', '0', '0', '0')",0
1987,42-81,ende,"('0', '0', '0', '0')",0
1988,42-82,voor,"('0', '0', '0', '0')",0
1989,42-83,de,"('0', '0', '0', '0')",0
1990,42-84,presente,"('0', '0', '0', '0')",0
1991,42-85,gestaltenisser,"('0', '0', '0', '0')",0
1992,42-86,vande,"('0', '0', '0', '0')",0
1993,42-87,Compe,"('0', '0', '0', '0')",0
1994,42-88,.,"('0', '0', '0', '0')",0
1995,42-89,nitter,"('0', '0', '0', '0')",0
1996,42-90,sij,"('0', '0', '0', '0')",0
1997,42-91,te,"('0', '0', '0', '0')",0
1998,42-92,bimuleren,"('0', '0', '0', '0')",0
1999,42-93,",","('0', '0', '0', '0')",0
2000,42-94,hebben,"('0', '0', '0', '0')",0
2001,42-95,wij,"('0', '0', '0', '0')",0
2002,42-96,voors,"('0', '0', '0', '0')",0
2003,42-97,Gecommitteerde,"('0', '0', '0', '0')",0
2004,42-98,mede,"('0', '0', '0', '0')",0
2005,42-99,geladt,"('0', '0', '0', '0')",0
2006,42-100,ende,"('0', '0', '0', '0')",0
2007,42-101,beuolen,"('0', '0', '0', '0')",0
2008,42-102,",","('0', '0', '0', '0')",0
2009,42-103,alle,"('0', '0', '0', '0')",0
2010,42-104,vlijt,"('0', '0', '0', '0')",0
2011,42-105,ende,"('0', '0', '0', '0')",0
2012,42-106,Industrieuseijt,"('0', '0', '0', '0')",0
2013,42-107,aen,"('0', '0', '0', '0')",0
2014,42-108,te,"('0', '0', '0', '0')",0
2015,42-109,wenden,"('0', '0', '0', '0')",0
2016,42-110,",","('0', '0', '0', '0')",0
2017,42-111,omme,"('0', '0', '0', '0')",0
2018,42-112,door,"('0', '0', '0', '0')",0
2019,42-113,supportabelder,"('0', '0', '0', '0')",0
2020,42-114,middel,"('0', '0', '0', '0')",0
2021,42-115,",","('0', '0', '0', '0')",0
2022,42-116,bij,"('0', '0', '0', '0')",0
2023,42-117,wege,"('0', '0', '0', '0')",0
2024,42-118,van,"('0', '0', '0', '0')",0
2025,42-119,bevreding,"('0', '0', '0', 'isOfType')",0
2026,42-120,tot,"('0', '0', '0', '0')",0
2027,42-121,beslechtinge,"('0', '0', '0', '0')",0
2028,42-122,van,"('0', '0', '0', '0')",0
2029,42-123,alle,"('0', '0', '0', '0')",0
2030,42-124,gepasseerde,"('0', '0', '0', '0')",0
2031,42-125,misverstanden,"('0', '0', '0', '0')",0
2032,42-126,",","('0', '0', '0', '0')",0
2033,42-127,ende,"('0', '0', '0', '0')",0
2034,42-128,onlusten,"('0', '0', '0', '0')",0
2035,42-129,",","('0', '0', '0', '0')",0
2036,42-130,met,"('0', '0', '0', '0')",0
2037,42-131,die,"('0', '0', '0', '0')",0
2038,42-132,van,"('0', '0', '0', '0')",0
2039,42-133,Bittoe,"('0', '0', '0', '0')",0
2040,42-134,",","('0', '0', '0', '0')",0
2041,42-135,Loeboe,"('0', '0', '0', '0')",0
2042,42-136,",","('0', '0', '0', '0')",0
2043,42-137,Combello,"('0', '0', '0', '0')",0
2044,42-138,",","('0', '0', '0', '0')",0
2045,42-139,dessidi,"('0', '0', '0', '0')",0
2046,42-140,",","('0', '0', '0', '0')",0
2047,42-141,Orang,"('0', '0', '0', '0')",0
2048,42-142,ende,"('0', '0', '0', '0')",0
2049,42-143,consorten,"('0', '0', '0', '0')",0
2050,42-144,",","('0', '0', '0', '0')",0
2051,42-145,als,"('0', '0', '0', '0')",0
2052,42-146,onse,"('0', '0', '0', '0')",0
2053,42-147,oude,"('0', '0', '0', '0')",0
2054,42-148,Bondtgenoten,evokes,Collaboration
2055,42-149,",","('0', '0', '0', '0')",0
2056,42-150,in,"('0', '0', '0', '0')",0
2057,42-151,termen,"('0', '0', '0', '0')",0
2058,42-152,van,"('0', '0', '0', '0')",0
2059,42-153,nieuwe,"('isOfType', 'evokes', '0', '0')","('RelationshipChange', 'BeginningARelationship', '0', '0')"
2060,42-154,vruntschap,"('isOfType', 'evokes', '0', '0')","('RelationshipChange', 'BeginningARelationship', '0', '0')"
2061,42-155,te,"('isOfType', '0', '0', '0')",0
2062,42-156,geraecken,"('isOfType', '0', '0', '0')",0
2063,42-157,",","('0', '0', '0', '0')",0
2064,42-158,daer,"('0', '0', '0', '0')",0
2065,42-159,door,"('0', '0', '0', '0')",0
2066,42-160,de,"('0', '0', '0', '0')",0
2067,42-161,gealtereerde,evokes,AlteringARelationship
2068,42-162,ende,"('0', '0', '0', 'evokes')",AlteringARelationship
2069,42-163,verwijderde,"('0', '0', '0', 'evokes')",AlteringARelationship
2070,42-164,gemoederen,"('0', '0', '0', 'evokes')",AlteringARelationship
2071,42-165,in,isOfType,EndingConflict
2072,42-166,voorige,"('0', '0', '0', 'evokes')",EndingConflict
2073,42-167,gerustheijt,"('0', '0', '0', 'evokes')",EndingConflict
2074,42-168,ende,"('0', '0', '0', 'evokes')",EndingConflict
2075,42-169,patisique,"('0', '0', '0', 'evokes')",EndingConflict
2076,42-170,posture,"('0', '0', '0', 'evokes')",EndingConflict
2077,42-171,herstelt,"('isOfType', '0', '0', 'evokes')",EndingConflict
2078,42-172,",","('0', '0', '0', '0')",0
2079,42-173,ende,"('0', '0', '0', '0')",0
2080,42-174,alsoo,"('0', '0', '0', '0')",0
2081,42-175,t'vervoeren,"('isOfType', 'isOfType', 'isOfType', '0')",Transportation
2082,42-176,vande,"('0', '0', '0', '0')",0
2083,42-177,Nagelen,"('0', '0', '0', '0')",0
2084,42-178,int,"('0', '0', '0', '0')",0
2085,42-179,aenstaende,"('0', '0', '0', '0')",0
2086,42-180,mochte,"('0', '0', '0', '0')",0
2087,42-181,voorgecomen,"('0', '0', '0', '0')",0
2088,42-182,werden,"('0', '0', '0', '0')",0
2089,42-183,",","('0', '0', '0', '0')",0
2090,42-184,soo,"('0', '0', '0', '0')",0
2091,42-185,lange,"('0', '0', '0', '0')",0
2092,42-186,niet,"('0', '0', '0', '0')",0
2093,42-187,gedisponeert,"('0', '0', '0', '0')",0
2094,42-188,sijn,"('0', '0', '0', '0')",0
2095,42-189,t'selue,"('0', '0', '0', '0')",0
2096,42-190,anders,"('0', '0', '0', '0')",0
2097,42-191,te,"('0', '0', '0', '0')",0
2098,42-192,beletten,"('0', '0', '0', '0')",0
2099,43-1,Schhtervolgende,"('0', '0', '0', '0')",0
2100,43-2,V,"('0', '0', '0', '0')",0
2101,43-3,Ed,"('0', '0', '0', '0')",0
2102,43-4,:,"('0', '0', '0', '0')",0
2103,43-5,Instructie,"('0', '0', '0', '0')",0
2104,43-6,tot,"('0', '0', '0', '0')",0
2105,43-7,de,"('0', '0', '0', '0')",0
2106,43-8,Visite,"('0', '0', '0', '0')",0
2107,43-9,van,"('0', '0', '0', '0')",0
2108,43-10,V.,"('0', '0', '0', '0')",0
2109,43-11,Ed,"('0', '0', '0', '0')",0
2110,43-12,:,"('0', '0', '0', '0')",0
2111,43-13,Gouuernements,"('0', '0', '0', '0')",0
2112,43-14,",","('0', '0', '0', '0')",0
2113,43-15,Directien,"('0', '0', '0', '0')",0
2114,43-16,",","('0', '0', '0', '0')",0
2115,43-17,Comptoiren,"('0', '0', '0', '0')",0
2116,43-18,ende,"('0', '0', '0', '0')",0
2117,43-19,Residentien,"('0', '0', '0', '0')",0
2118,43-20,in,"('0', '0', '0', '0')",0
