token;token_id;anchor_type;event_anno;event_resolve1;event_resolve2;event_resolve3;anchor_resolve;event_resolve4;final_anchor;final_event
,;42-157;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
daer;42-158;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
door;42-159;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;42-160;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gealtereerde;42-161;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');evokes;AlteringARelationship;evokes;AlteringARelationship
ende;42-162;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');evokes;AlteringARelationship;evokes;AlteringARelationship
verwijderde;42-163;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');evokes;AlteringARelationship;evokes;AlteringARelationship
gemoederen;42-164;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');('RelationshipChange', 'RelationshipChange', '0', 'HavingInternalState');evokes;AlteringARelationship;evokes;AlteringARelationship
in;42-165;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
voorige;42-166;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
gerustheijt;42-167;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
ende;42-168;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
patisique;42-169;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
posture;42-170;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
herstelt;42-171;('0', '0', '0', 'evokes');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');('RelationshipChange', 'RelationshipChange', 'EndingConflict', 'HavingInternalState+');isOfType;EndingConflict;isOfType;EndingConflict
,;42-172;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;42-173;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
alsoo;42-174;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'vervoeren;42-175;('isOfType', 'isOfType', 'isOfType', '0');('Transportation', 'Transportation', 'Transportation', 'Transportation');Transportation;Transportation;Transportation;('isOfType', 'isOfType', 'isOfType', '0');Transportation;('isOfType', 'isOfType', 'isOfType', '0');Transportation
vande;42-176;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Nagelen;42-177;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
int;42-178;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aenstaende;42-179;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mochte;42-180;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
voorgecomen;42-181;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
werden;42-182;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;42-183;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
soo;42-184;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
lange;42-185;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;42-186;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gedisponeert;42-187;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sijn;42-188;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'selue;42-189;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
anders;42-190;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;42-191;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
beletten;42-192;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Schhtervolgende;43-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
V;43-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ed;43-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;43-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Instructie;43-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tot;43-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;43-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Visite;43-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;43-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
V.;43-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ed;43-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;43-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Gouuernements;43-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;43-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Directien;43-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;43-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Comptoiren;43-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;43-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Residentien;43-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;43-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jndia;43-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bij;43-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sonder;43-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
beraemt;43-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;43-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;43-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;43-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hollandia;43-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomen;43-29;('isOfType', 'isOfType', 'evokes', '0');('Getting', 'Getting', 'Arriving', 'Getting');Getting;Getting;Getting;"isOfType; evokes";"Getting; Transportation";"isOfType; evokes";"Getting; Transportation"
,;43-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;43-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wij;43-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dvoors;43-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;43-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tromme;43-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
1;44-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Aoor;44-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bij;44-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
enen;45-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
3;46-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eeen;46-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Gecommitteerde;47-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;47-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gelast;47-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
UEd;47-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;47-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ordre;47-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
desen;47-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;47-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
raeckende;47-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;47-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gemelte;47-11;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Quartieren;47-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;47-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gelijcken;47-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;47-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bevoirderen;47-16;('0', '0', 'isOfType', '0');('BeingEmployed', 'BeingEmployed', 'HavingInternalState+', '0');('BeingEmployed', 'BeingEmployed', 'HavingInternalState+', '0');('BeingEmployed', 'BeingEmployed', 'HavingInternalState+', '0');('BeingEmployed', 'BeingEmployed', 'HavingInternalState+', '0');evokes;HavingInternalState+;evokes;HavingInternalState+
ende;47-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
waer;47-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
te;47-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
nemen;47-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;47-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gelijck;47-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
V;47-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Ed;47-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
:;47-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
bij;47-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
neuensgaende;47-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
copie;47-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;47-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
onse;47-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Instructie;47-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;47-32;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aende;47-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
selue;47-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
mede;47-35;('isOfType', 'isOfType', '0', '0');('Transportation', 'Transportation', '0', 'Translocation');('Transportation', 'Transportation', '0', 'Translocation');Translocation;Translocation;"isOfType; evokes";"Giving; Transportation";"isOfType; evokes";"Giving; Transportation"
gegeuen;47-36;('isOfType', 'isOfType', 'isOfType', '0');('Transportation', 'Transportation', 'Giving', 'Translocation');('Transportation', 'Transportation', 'Giving', 'Translocation');Translocation;Translocation;"isOfType; evokes";"Giving; Transportation";"isOfType; evokes";"Giving; Transportation"
,;47-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
van;47-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d‛een;47-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;47-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d'ander;47-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
naerder;47-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
onderrichtinge;47-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sult;47-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
connen;47-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
becomen;47-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;47-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Waer;47-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aen;47-49;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ons;47-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
voirder;47-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gedraegen;47-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Van;48-1;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jambij;48-2;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
sijn;48-3;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hier;48-4;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
den;48-5;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
15;48-6;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-7;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
en;48-8;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
13.en;48-9;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
December;48-10;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aengecomen;48-11;('isOfType', 'isOfType', 'isOfType', 'isOfType');('Arriving', 'Arriving', 'Arriving', 'Arriving');Arriving;Arriving;Arriving;('isOfType', 'isOfType', 'isOfType', 'isOfType');Arriving;('isOfType', 'isOfType', 'isOfType', 'isOfType');Arriving
de;48-12;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Jachten;48-13;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Beuerwijck;48-14;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;48-15;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
de;48-16;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Bare;48-17;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geladen;48-18;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
met;48-19;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
5100;48-20;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
xi;48-21;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-22;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
P;48-23;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ever;48-24;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
„;48-25;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aen;48-26;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geldt;48-27;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-28;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ende;48-29;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
coopmanschappen;48-30;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-31;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
resteerde;48-32;('0', '0', 'isOfType', '0');('BeingAtAPlace', 'BeingAtAPlace', 'HavingInPossession', '0');('BeingAtAPlace', 'BeingAtAPlace', 'HavingInPossession', '0');('BeingAtAPlace', 'BeingAtAPlace', 'HavingInPossession', '0');('BeingAtAPlace', 'BeingAtAPlace', 'HavingInPossession', '0');"isOfType; evokes";"HavingInPossession; BeingAtAPlace";"isOfType; evokes";"HavingInPossession; BeingAtAPlace"
bij;48-33;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
t'comptoir;48-34;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aldaer;48-35;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;48-36;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
omtrent;48-37;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
soo;48-38;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
veele;48-39;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-40;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;48-41;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ongeveerlijck;48-42;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
150;48-43;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-44;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
lasten;48-45;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Peper;48-46;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
souden;48-47;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
connen;48-48;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
procureren;48-49;('0', '0', 'isOfType', 'isOfType');('Buying', 'Buying', 'Buying', 'Buying');Buying;Buying;Buying;('0', '0', 'isOfType', 'isOfType');Buying;('0', '0', 'isOfType', 'isOfType');Buying
.;48-50;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
(;48-51;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
T‛sedert;48-52;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hebben;48-53;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
verstaen;48-54;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-55;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
hoe;48-56;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
alles;48-57;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
aen;48-58;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Epper;48-59;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
besteedt;48-60;('isOfType', 'isOfType', 'isOfType', 'evokes');('Buying', 'Buying', 'FinancialTransaction', 'Buying');Buying;Buying;Buying;('isOfType', 'isOfType', 'isOfType', 'evokes');Buying;('isOfType', 'isOfType', 'isOfType', 'evokes');Buying
was;48-61;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-62;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Waer;48-63;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
ouer;48-64;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
d'onse;48-65;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
150;48-66;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-67;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
a;48-68;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
200;48-69;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-70;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
pagqe;48-71;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-72;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
vleeden;48-73;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
niet;48-74;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
eenich;48-75;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geldt;48-76;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
versoucken;48-77;('0', '0', '0', 'isOfType');('0', '0', '0', 'Miscellaneous');0;0;0;('0', '0', '0', 'isOfType');0;('0', '0', '0', 'isOfType');0
,;48-78;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gissing;48-79;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
maeckende;48-80;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
,;48-81;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
soo;48-82;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
die;48-83;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
gesonden;48-84;('0', '0', 'isOfType', '0');('Transportation', 'Transportation', 'Transportation', 'Transportation');Transportation;Transportation;Transportation;evokes;Transportation;evokes;Transportation
werden;48-85;('0', '0', '0', '0');('Transportation', 'Transportation', '0', 'Transportation');Transportation;Transportation;Transportation;evokes;Transportation;evokes;Transportation
,;48-86;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;48-87;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tegen;48-88;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Martij;48-89;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
toecomende;48-90;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
omtrent;48-91;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
5000;48-92;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
.;48-93;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
tpicol;48-94;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
wever;48-95;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
in;48-96;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Doorraedt;48-97;('isOfType', 'isOfType', 'evokes', 'evokes');('SocialInteraction', 'SocialInteraction', 'HavingInPossession', 'BeingAtAPlace');('SocialInteraction', 'SocialInteraction', 'HavingInPossession', 'BeingAtAPlace');('SocialInteraction', 'SocialInteraction', 'HavingInPossession', 'BeingAtAPlace');('SocialInteraction', 'SocialInteraction', 'HavingInPossession', 'BeingAtAPlace');evokes;HavingInPossession;evokes;HavingInPossession
sullen;48-98;('0', '0', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');;;;
hebben;48-99;('0', '0', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');('HavingInPossession', 'HavingInPossession', '0', '0');;;;
.;48-100;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
Noch;48-101;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
geldt;48-102;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
noch;48-103;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
cleeden;48-104;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
connen;48-105;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
derrewaerts;48-106;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
seijnden;48-107;('0', '0', 'isOfType', 'isOfType');('Transportation', 'Transportation', 'Transportation', 'TransLocation');Transportation;Transportation;Transportation;evokes;Transportation;evokes;Transportation
voor;48-108;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
dat;48-109;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
nieuw;48-110;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
secours;48-111;('0', '0', '0', '0');('0', '0', '0', '0');0;0;0;0;0;0;0
